pl_name,hostname,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_tranmid,st_teff
Kepler-1658 b,Kepler-1658,2019,3.849372784 d,11.99363 earthRad,1868.8404 earthMass,2455005.9241 d,6216.0 K
V1298 Tau e,V1298 Tau,2019,53.5 d,9.97599282 earthRad,321.00669107 earthMass,2459481.7967 d,4941.0 K
EPIC 206042996 b,EPIC 206042996,2019,5.2986 d,1.7 earthRad,3.53 earthMass,2456989.0462 d,4114.0 K
TOI-125 b,TOI-125,2019,4.65382 d,2.726 earthRad,9.5 earthMass,2458355.35529 d,5320.0 K
EPIC 206032309 b,EPIC 206032309,2019,2.87814 d,1.01 earthRad,1.01 earthMass,2456899.132 d,3489.0 K
WASP-171 b,WASP-171,2019,3.8186244 d,10.98482 earthRad,344.52772 earthMass,2458059.8295 d,5965.0 K
EPIC 206317286 b,EPIC 206317286,2019,1.58252 d,0.96 earthRad,0.84 earthMass,2457011.3327 d,4752.0 K
HD 21411 b,HD 21411,2019,84.288 d,9.52 earthRad,65.9 earthMass,nan d,5605.0 K
NGTS-4 b,NGTS-4,2019,1.3373508 d,3.18 earthRad,20.6 earthMass,2457607.9975 d,5143.0 K
HD 39855 b,HD 39855,2019,3.2498 d,2.85 earthRad,8.5 earthMass,nan d,5576.0 K
HD 8326 b,HD 8326,2019,158.991 d,9.58 earthRad,66.6 earthMass,nan d,4914.0 K
K2-289 b,K2-289,2019,13.156969 d,9.1 earthRad,61.0 earthMass,2456897.14325 d,5529.0 K
K2-32 e,K2-32,2019,4.34934 d,1.212 earthRad,2.1 earthMass,2456898.87863 d,5271.0 K
USco1556 b,USco1556 A,2019,nan d,12.3 earthRad,4767.45 earthMass,nan d,3410.0 K
HD 51608 b,HD 51608,2019,14.0726 d,3.62 earthRad,12.77 earthMass,nan d,5358.0 K
HD 125390 b,HD 125390,2019,1757.39151 d,11.9 earthRad,8646.20398403 earthMass,nan d,4882.0 K
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,2019,nan d,12.9 earthRad,111.0 earthMass,nan d,nan K
HIP 54373 c,HIP 54373,2019,15.144 d,3.57 earthRad,12.44 earthMass,nan d,4021.0 K
WASP-190 b,WASP-190,2019,5.367753 d,12.89035 earthRad,317.83 earthMass,2457799.1256 d,6400.0 K
EPIC 212297394 b,EPIC 212297394,2019,2.289363 d,1.48 earthRad,2.79 earthMass,2457217.96319 d,5171.0 K
WASP-184 b,WASP-184,2019,5.1817 d,14.90797 earthRad,181.1631 earthMass,2457630.008 d,6000.0 K
DMPP-1 d,DMPP-1,2019,2.882 d,1.65 earthRad,3.35 earthMass,nan d,6196.0 K
HD 45184 b,HD 45184,2019,5.8854 d,3.52 earthRad,12.19 earthMass,2455946.53 d,5869.0 K
HD 15337 b,HD 15337,2019,4.7559804 d,1.77 earthRad,6.519 earthMass,2458411.4623 d,5131.0 K
Kepler-47 d,Kepler-47,2019,187.366 d,7.04 earthRad,19.02 earthMass,2455045.428 d,5636.0 K
WASP-185 b,WASP-185,2019,9.38755 d,14.01125 earthRad,311.4734 earthMass,2456935.982 d,5900.0 K
K2-293 b,K2-293,2019,13.1225 d,2.45 earthRad,6.57 earthMass,2457749.1347 d,5532.0 K
HR 5183 b,HR 5183,2019,27000.0 d,13.1 earthRad,1052.01202717 earthMass,2458960.0 d,5794.0 K
EPIC 212737443 c,EPIC 212737443,2019,65.55 d,2.69 earthRad,7.7 earthMass,2457227.79 d,4684.0 K
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,2019,nan d,14.0 earthRad,230.0 earthMass,nan d,nan K
EPIC 201497682 b,EPIC 201497682,2019,2.13174 d,0.692 earthRad,0.26 earthMass,2456850.0263 d,4991.0 K
KELT-24 b,KELT-24,2019,5.55149296 d,12.71098411 earthRad,1458.83238813 earthMass,2459173.347426 d,6426.0 K
Qatar-10 b,Qatar-10,2019,1.645321 d,17.295487 earthRad,233.92288 earthMass,2458247.90746 d,6124.0 K
LP 791-18 c,LP 791-18,2019,4.9899093 d,2.438 earthRad,7.1 earthMass,2458771.055182 d,2960.0 K
WASP-183 b,WASP-183,2019,4.1117771 d,16.47723 earthRad,159.55066 earthMass,2457796.1845 d,5313.0 K
KELT-23 A b,KELT-23 A,2019,2.255251 d,14.829507 earthRad,298.12454 earthMass,2458140.3792 d,5899.0 K
DMPP-1 e,DMPP-1,2019,5.516 d,1.86 earthRad,4.13 earthMass,nan d,6196.0 K
HD 50499 c,HD 50499,2019,8619.9 d,13.2 earthRad,931.2419 earthMass,2452710.0 d,6099.0 K
L 98-59 b,L 98-59,2019,2.253114 d,0.837 earthRad,0.46 earthMass,2458366.17056 d,3415.0 K
WASP-126 c,WASP-126,2019,7.63 d,9.38 earthRad,64.2 earthMass,nan d,5800.0 K
TOI-150.01,TOI-150,2019,5.857487 d,14.067295 earthRad,797.7533 earthMass,2458326.2773 d,6255.0 K
WASP-177 b,WASP-177,2019,3.071722 d,17.71022 earthRad,161.45764 earthMass,2457994.3714 d,5017.0 K
K2-198 c,K2-198,2019,3.3596055 d,1.423 earthRad,2.61 earthMass,2457215.032 d,5212.9 K
HD 206255 b,HD 206255,2019,96.045 d,6.47 earthRad,34.2 earthMass,nan d,5635.0 K
HD 134060 b,HD 134060,2019,3.2696 d,3.16 earthRad,10.1 earthMass,nan d,5966.0 K
HD 213885 b,HD 213885,2019,1.008035 d,1.745 earthRad,8.83 earthMass,2458379.97043 d,5978.0 K
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,2019,nan d,14.3 earthRad,140.0 earthMass,nan d,nan K
Teegarden's Star b,Teegarden's Star,2019,4.90634 d,1.05 earthRad,1.16 earthMass,nan d,3034.0 K
HD 102843 b,HD 102843,2019,3090.942 d,13.1 earthRad,113.9 earthMass,nan d,5436.0 K
WASP-145 A b,WASP-145 A,2018,1.7690381 d,10.0881 earthRad,282.8687 earthMass,2456844.16526 d,4900.0 K
PDS 70 b,PDS 70,2018,43500.0 d,30.48848 earthRad,953.49 earthMass,nan d,3972.0 K
Kepler-1655 b,Kepler-1655,2018,11.8728787 d,2.213 earthRad,5.4 earthMass,2455013.89795 d,6148.0 K
K2-204 b,K2-204,2018,7.055908 d,3.17214154 earthRad,10.2 earthMass,2457452.955 d,5783.0 K
K2-233 d,K2-233,2018,24.3681 d,2.363 earthRad,10.3 earthMass,2458005.5802 d,4796.0 K
K2-191 b,K2-191,2018,2.858646 d,1.57889322 earthRad,3.12 earthMass,2457219.55703 d,5176.0 K
HD 116029 c,HD 116029,2018,907.0 d,13.7 earthRad,403.6441 earthMass,nan d,4951.0 K
K2-232 b,K2-232,2018,11.168454 d,11.209 earthRad,126.49634 earthMass,2457825.34978227 d,6154.0 K
K2-277 b,K2-277,2018,6.326768 d,2.18575124 earthRad,7.4 earthMass,2457303.4771 d,5680.0 K
K2-295 b,K2-295,2018,4.024867 d,10.054473 earthRad,106.47305 earthMass,2457395.4140498 d,4444.0 K
K2-185 c,K2-185,2018,52.713494 d,2.39 earthRad,6.3 earthMass,2457159.157391 d,5788.0 K
GJ 3779 b,GJ 3779,2018,3.0232 d,2.75 earthRad,8.0 earthMass,nan d,3324.0 K
K2-80 d,K2-80,2018,28.867253 d,2.55211506 earthRad,7.04 earthMass,2457082.93709 d,5377.0 K
K2-250 b,K2-250,2018,4.01392 d,2.71257333 earthRad,7.81 earthMass,2457620.2535 d,5003.0 K
K2-253 b,K2-253,2018,4.00167 d,12.67 earthRad,nan earthMass,2457583.9993 d,6027.0 K
HATS-46 b,HATS-46,2018,4.7423729 d,10.121727 earthRad,54.98459 earthMass,2457376.68539 d,5495.0 K
K2-249 b,K2-249,2018,12.409 d,2.79 earthRad,8.2 earthMass,2457583.0457 d,6504.0 K
K2-266 b,K2-266,2018,0.658524 d,3.3 earthRad,11.26782377 earthMass,2457949.6747 d,4285.0 K
K2-148 c,K2-148,2018,6.9226 d,1.73 earthRad,3.64 earthMass,2457387.72777 d,4079.0 K
K2-172 c,K2-172,2018,29.62682 d,3.20569097 earthRad,10.4 earthMass,2456993.53984 d,5569.0 K
K2-153 b,K2-153,2018,7.51574 d,2.0 earthRad,4.66 earthMass,2457588.427 d,3845.0 K
WASP-170 b,WASP-170,2018,2.34478022 d,12.285064 earthRad,508.528 earthMass,2457802.3915 d,5600.0 K
K2-239 b,K2-239,2018,5.24 d,1.1 earthRad,1.37 earthMass,2457908.191 d,3420.0 K
K2-180 b,K2-180,2018,8.865663 d,2.46597575 earthRad,11.41003981 earthMass,2457489.1566 d,5365.0 K
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,2018,nan d,14.0 earthRad,127.0 earthMass,nan d,nan K
HATS-61 b,HATS-61,2018,7.817953 d,13.394755 earthRad,1080.622 earthMass,2457673.0611 d,5542.0 K
HD 180053 b,HD 180053,2018,213.72 d,13.3 earthRad,697.31902 earthMass,nan d,5131.0 K
Kepler-411 d,Kepler-411,2018,58.02035 d,3.319 earthRad,15.2 earthMass,2454984.8484 d,4974.0 K
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,2018,nan d,13.7 earthRad,407.0 earthMass,nan d,nan K
HATS-62 b,HATS-62,2018,3.2768837 d,11.825495 earthRad,56.89157 earthMass,2455808.05158 d,5416.0 K
EPIC 211945201 b,EPIC 211945201,2018,19.49221 d,5.76 earthRad,11.0 earthMass,2457158.82477 d,6069.0 K
WASP-161 b,WASP-161,2018,5.4060425 d,12.811887 earthRad,791.3967 earthMass,2457416.5289 d,6400.0 K
K2-285 d,K2-285,2018,10.45582 d,2.48 earthRad,6.5 earthMass,2457745.201 d,4975.0 K
HD 148164 b,HD 148164,2018,328.55 d,13.7 earthRad,390.9309 earthMass,nan d,6032.0 K
K2-184 b,K2-184,2018,16.9780102 d,1.47 earthRad,2.76 earthMass,2457148.5253369 d,5245.0 K
K2-148 b,K2-148,2018,4.38395 d,1.33 earthRad,2.33 earthMass,2457390.05956 d,4079.0 K
K2-220 b,K2-220,2018,13.68186 d,2.37 earthRad,6.21 earthMass,2457401.2729 d,5612.0 K
BD+48 740 b,BD+48 740,2018,733.0 d,13.5 earthRad,540.311 earthMass,nan d,4534.0 K
K2-257 b,K2-257,2018,1.60588 d,0.83 earthRad,0.498 earthMass,2457583.2875 d,3725.0 K
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,2018,nan d,12.2 earthRad,5700.0 earthMass,nan d,nan K
HD 98736 b,HD 98736,2018,968.8 d,13.3 earthRad,740.5439 earthMass,nan d,5271.0 K
K2-275 b,K2-275,2018,3.2809626 d,2.34 earthRad,6.08 earthMass,2457142.1339592 d,4841.0 K
K2-195 c,K2-195,2018,28.482786 d,2.57581891 earthRad,7.16 earthMass,2457243.00895 d,5712.0 K
K2-201 c,K2-201,2018,22.779878 d,3.28568401 earthRad,10.8 earthMass,2457319.78302 d,5507.0 K
K2-187 b,K2-187,2018,0.77401 d,1.2 earthRad,1.87 earthMass,2457184.43637 d,5438.0 K
WASP-159 b,WASP-159,2018,3.840401 d,15.46842 earthRad,174.8065 earthMass,2457668.0849 d,6120.0 K
K2-167 b,K2-167,2018,9.978541 d,2.36509493 earthRad,6.5 earthMass,2457299.2465 d,6310.0 K
K2-159 b,K2-159,2018,12.42205 d,2.26 earthRad,5.73 earthMass,2457586.5082 d,5425.0 K
K2-149 b,K2-149,2018,11.332 d,1.64 earthRad,3.33 earthMass,2457388.33834 d,3745.0 K
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,2018,nan d,12.2 earthRad,4923.0 earthMass,nan d,nan K
LHS 1140 c,LHS 1140,2018,3.77794 d,1.272 earthRad,1.91 earthMass,2458389.2939 d,3096.0 K
K2-222 b,K2-222,2018,15.38857 d,2.35 earthRad,8.7 earthMass,2457399.0595 d,5942.0 K
K2-195 b,K2-195,2018,15.852975 d,3.13 earthRad,9.96 earthMass,2457225.04563 d,5713.0 K
K2-146 b,K2-146,2018,2.6446 d,2.05 earthRad,5.77 earthMass,2458204.5902 d,3385.0 K
K2-172 b,K2-172,2018,14.316941 d,1.66608079 earthRad,3.42 earthMass,2456982.29487 d,5569.0 K
K2-283 b,K2-283,2018,1.921036 d,3.52 earthRad,12.2 earthMass,2457394.90901 d,5060.0 K
HATS-59 b,HATS-59,2018,5.416081 d,12.621334 earthRad,256.17098 earthMass,2456620.66527 d,5670.0 K
K2-269 b,K2-269,2018,4.144965 d,1.57 earthRad,3.09 earthMass,2457141.59855 d,6209.0 K
K2-276 b,K2-276,2018,18.718269 d,3.77 earthRad,13.7 earthMass,2457151.87653 d,5139.0 K
K2-155 b,K2-155,2018,6.342 d,1.8 earthRad,3.89 earthMass,2457818.7153 d,4258.0 K
K2-264 b,K2-264,2018,5.840002 d,2.231 earthRad,5.61 earthMass,2458102.59177 d,3660.0 K
K2-169 b,K2-169,2018,6.380803 d,1.27328671 earthRad,2.16 earthMass,2456982.00971 d,5548.0 K
K2-246 b,K2-246,2018,5.76918 d,3.49 earthRad,12.0 earthMass,2457583.6761 d,5610.0 K
K2-238 b,K2-238,2018,3.20466 d,14.5717 earthRad,273.3338 earthMass,2457740.5036 d,5630.0 K
K2-207 b,K2-207,2018,12.48749 d,2.60585269 earthRad,7.3 earthMass,2457403.64459 d,5522.0 K
K2-147 b,K2-147,2018,0.961939 d,1.47286006 earthRad,2.77 earthMass,2457343.30907 d,3690.0 K
K2-192 b,K2-192,2018,4.162817 d,1.52 earthRad,2.92 earthMass,2457220.444 d,5222.0 K
K2-282 b,K2-282,2018,4.169783 d,2.5 earthRad,6.8 earthMass,2457457.54493 d,5499.0 K
K2-158 c,K2-158,2018,5.90279 d,1.28 earthRad,2.18 earthMass,2457583.8828 d,5503.0 K
K2-264 c,K2-264,2018,19.660302 d,2.668 earthRad,7.6 earthMass,2458117.09169 d,3660.0 K
K2-284 b,K2-284,2018,4.795069 d,2.78 earthRad,8.15 earthMass,2457859.11316 d,4140.0 K
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,2018,nan d,13.5 earthRad,505.0 earthMass,nan d,nan K
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,2018,nan d,1.94 earthRad,4.43 earthMass,nan d,nan K
K2-285 b,K2-285,2018,3.471745 d,2.59 earthRad,9.68 earthMass,2457743.37545 d,4975.0 K
K2-233 c,K2-233,2018,7.06024 d,1.272 earthRad,4.6 earthMass,2457586.862 d,4796.0 K
HATS-68 b,HATS-68,2018,3.5862202 d,13.809488 earthRad,410.0007 earthMass,2457410.4086 d,6147.0 K
K2-190 b,K2-190,2018,10.098858 d,1.35673729 earthRad,2.41 earthMass,2457224.76792 d,5631.0 K
K2-279 b,K2-279,2018,7.122605 d,1.21 earthRad,1.92 earthMass,2457222.13278 d,5558.0 K
WASP-173 A b,WASP-173 A,2018,1.38665318 d,13.4508 earthRad,1172.7927 earthMass,2457288.8585 d,5800.0 K
GJ 1265 b,GJ 1265,2018,3.6511 d,2.63 earthRad,7.4 earthMass,nan d,3236.0 K
HD 215152 c,HD 215152,2018,7.28243 d,1.17 earthRad,1.72 earthMass,nan d,4935.0 K
CoRoT-20 c,CoRoT-20,2018,1675.0 d,12.2 earthRad,5403.11 earthMass,nan d,5880.0 K
WASP-168 b,WASP-168,2018,4.153658 d,16.8135 earthRad,133.4886 earthMass,2457424.5278 d,6000.0 K
HD 215152 d,HD 215152,2018,10.86499 d,1.48 earthRad,2.801 earthMass,nan d,4935.0 K
K2-199 c,K2-199,2018,7.3744897 d,2.85 earthRad,12.4 earthMass,2457222.93034 d,4491.0 K
HD 4917 b,HD 4917,2018,400.5 d,13.5 earthRad,513.29545 earthMass,nan d,4802.0 K
K2-164 b,K2-164,2018,17.355066 d,3.24925008 earthRad,10.6 earthMass,2456816.73696 d,5791.0 K
K2-189 b,K2-189,2018,2.58812 d,1.403 earthRad,2.55 earthMass,2457222.1466 d,5442.0 K
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,2018,nan d,4.43 earthRad,18.0 earthMass,nan d,nan K
WASP-162 b,WASP-162,2018,9.62468 d,11.209 earthRad,1652.716 earthMass,2457701.3816 d,5300.0 K
K2-241 b,K2-241,2018,26.8199 d,2.55 earthRad,7.04 earthMass,2457584.2063 d,5262.0 K
K2-190 c,K2-190,2018,21.574023 d,1.09308317 earthRad,1.34 earthMass,2457228.69256 d,5631.0 K
K2-155 c,K2-155,2018,13.85 d,2.6 earthRad,7.27 earthMass,2457994.66467 d,4258.0 K
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,2018,nan d,2.95 earthRad,9.0 earthMass,nan d,nan K
K2-285 c,K2-285,2018,7.138048 d,3.53 earthRad,15.68 earthMass,2457744.53906 d,4975.0 K
K2-243 c,K2-243,2018,24.94598 d,2.01 earthRad,4.7 earthMass,2457584.505 d,6570.0 K
HD 94834 b,HD 94834,2018,1576.0 d,13.7 earthRad,400.4658 earthMass,nan d,4798.0 K
K2-229 b,K2-229,2018,0.584216 d,1.0 earthRad,2.55 earthMass,2457646.56655 d,5315.0 K
K2-223 c,K2-223,2018,4.562546 d,1.5 earthRad,2.86 earthMass,2457628.61208 d,5859.0 K
K2-150 b,K2-150,2018,10.59357 d,2.0 earthRad,4.66 earthMass,2457391.96158 d,3499.0 K
K2-183 d,K2-183,2018,22.620344 d,2.3 earthRad,5.9 earthMass,2457212.0276 d,5482.0 K
K2-171 b,K2-171,2018,5.628466 d,2.68657205 earthRad,7.69 earthMass,2456979.46712 d,5250.0 K
NGTS-2 b,NGTS-2,2018,4.511164 d,17.878355 earthRad,235.1942 earthMass,2457759.1261 d,6478.0 K
K2-274 b,K2-274,2018,14.1330314 d,2.08 earthRad,4.98 earthMass,2457145.1112611 d,5044.0 K
K2-163 b,K2-163,2018,6.673117 d,2.46610713 earthRad,6.65 earthMass,2457582.84838 d,4937.0 K
HATS-39 b,HATS-39,2018,4.5776348 d,17.59813 earthRad,200.2329 earthMass,2457315.28338 d,6572.0 K
K2-185 b,K2-185,2018,10.616384 d,1.15 earthRad,1.6 earthMass,2457144.727092 d,5788.0 K
TYC 3318-01333-1 b,TYC 3318-01333-1,2018,562.0 d,13.1 earthRad,1086.9786 earthMass,nan d,4776.0 K
GJ 317 c,GJ 317,2018,6500.0 d,13.6 earthRad,454.49462201 earthMass,2462735.0 d,3496.0 K
K2-177 b,K2-177,2018,14.155185 d,2.1162048 earthRad,5.13 earthMass,2457070.08022 d,6063.0 K
K2-174 b,K2-174,2018,19.562307 d,2.6 earthRad,7.27 earthMass,2457083.77917 d,4455.0 K
HD 99706 c,HD 99706,2018,1278.0 d,12.8 earthRad,1808.4527 earthMass,nan d,4891.0 K
K2-218 b,K2-218,2018,8.679885 d,2.56948149 earthRad,7.13 earthMass,2457396.45914 d,5757.0 K
K2-242 b,K2-242,2018,6.51389 d,2.54 earthRad,6.99 earthMass,2457586.24 d,3459.0 K
K2-161 b,K2-161,2018,9.283188 d,6.11721229 earthRad,31.1 earthMass,2457587.84755 d,4972.0 K
HATS-45 b,HATS-45,2018,4.1876244 d,14.414774 earthRad,222.481 earthMass,2456731.19533 d,6450.0 K
K2-233 b,K2-233,2018,2.467583 d,1.315 earthRad,2.4 earthMass,2457991.6897 d,4796.0 K
WASP-158 b,WASP-158,2018,3.656333 d,11.99363 earthRad,886.7457 earthMass,2457619.9195 d,6350.0 K
K2-210 b,K2-210,2018,0.57023 d,0.86 earthRad,0.566 earthMass,2457465.80382 d,5500.0 K
WASP-172 b,WASP-172,2018,5.477433 d,17.59813 earthRad,149.3801 earthMass,2457032.2617 d,6900.0 K
K2-158 b,K2-158,2018,10.06049 d,2.64 earthRad,7.46 earthMass,2457590.4834 d,5503.0 K
K2-176 b,K2-176,2018,5.329439 d,1.49090097 earthRad,2.83 earthMass,2457066.78593 d,5428.0 K
TCP J05074264+2447555 b,TCP J05074264+2447555,2018,nan d,4.72 earthRad,20.0 earthMass,nan d,5805.0 K
Wolf 503 b,Wolf 503,2018,6.00127 d,2.043 earthRad,6.26 earthMass,2458191.361449 d,4716.0 K
K2-227 b,K2-227,2018,13.621832 d,1.66551298 earthRad,3.41 earthMass,2457592.23831 d,5673.0 K
HD 95089 c,HD 95089,2018,1785.0 d,13.1 earthRad,1096.5135 earthMass,nan d,4918.0 K
K2-157 b,K2-157,2018,0.3652575 d,0.935 earthRad,1.14 earthMass,2457582.822 d,5334.0 K
CoRoT-32 b,CoRoT-32,2018,6.71837 d,6.38913 earthRad,47.6745 earthMass,2455901.811 d,5970.0 K
K2-165 c,K2-165,2018,4.382745 d,1.55409035 earthRad,3.03 earthMass,2457584.21311 d,5185.0 K
K2-229 c,K2-229,2018,8.32727 d,2.03 earthRad,7.0 earthMass,2457586.3431 d,5315.0 K
K2-175 b,K2-175,2018,9.525988 d,2.03803688 earthRad,4.81 earthMass,2457073.27684 d,5909.0 K
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,2018,nan d,1.62 earthRad,3.269 earthMass,nan d,nan K
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,2018,nan d,13.2 earthRad,860.0 earthMass,nan d,nan K
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,2018,nan d,14.2 earthRad,170.0 earthMass,nan d,nan K
K2-245 b,K2-245,2018,11.89307 d,4.34 earthRad,17.4 earthMass,2457587.5524 d,5793.0 K
24 Boo b,24 Boo,2018,30.33 d,13.9 earthRad,280.64248338 earthMass,nan d,4816.0 K
K2-219 b,K2-219,2018,3.901287 d,1.34762583 earthRad,2.38 earthMass,2457396.7453 d,5753.0 K
HD 180617 b,HD 180617,2018,105.911 d,3.53 earthRad,12.214 earthMass,nan d,3534.0 K
K2-188 c,K2-188,2018,7.810253 d,2.83 earthRad,8.4 earthMass,2457144.85447 d,5977.0 K
K2-148 d,K2-148,2018,9.7579 d,1.64 earthRad,3.33 earthMass,2457386.34305 d,4079.0 K
K2-230 b,K2-230,2018,2.86041 d,1.96 earthRad,4.5 earthMass,2457582.5918 d,5945.0 K
K2-156 b,K2-156,2018,0.813143 d,1.1 earthRad,1.37 earthMass,2457641.67248 d,4460.0 K
Kepler-1656 b,Kepler-1656,2018,31.562 d,4.574 earthRad,47.8 earthMass,2455011.47 d,5569.0 K
K2-265 b,K2-265,2018,2.36902 d,1.70824866 earthRad,7.3418362 earthMass,2457017.18078 d,5420.0 K
K2-188 b,K2-188,2018,1.742169 d,1.35 earthRad,2.39 earthMass,2457140.47617 d,5977.0 K
GJ 15 A c,GJ 15 A,2018,7600.0 d,6.67 earthRad,36.0 earthMass,nan d,3607.0 K
HD 211810 b,HD 211810,2018,1558.0 d,14.0 earthRad,212.9461 earthMass,nan d,5652.0 K
GJ 96 b,GJ 96,2018,73.94 d,4.67 earthRad,19.66 earthMass,nan d,3785.0 K
K2-165 b,K2-165,2018,2.354992 d,1.27443657 earthRad,2.17 earthMass,2457584.48273 d,5185.0 K
K2-170 c,K2-170,2018,12.400047 d,1.8017647 earthRad,3.9 earthMass,2456985.66694 d,5748.0 K
HD 72490 b,HD 72490,2018,858.0 d,13.5 earthRad,561.92344 earthMass,nan d,4934.0 K
K2-219 d,K2-219,2018,11.137278 d,2.57634456 earthRad,7.16 earthMass,2457404.59425 d,5753.0 K
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,2018,nan d,8.59 earthRad,55.3 earthMass,nan d,nan K
K2-187 c,K2-187,2018,2.871512 d,1.4 earthRad,2.54 earthMass,2457144.63842 d,5438.0 K
K2-243 b,K2-243,2018,11.54182 d,2.17 earthRad,5.35 earthMass,2457593.2062 d,6570.0 K
K2-271 b,K2-271,2018,8.562421 d,7.28 earthRad,41.8 earthMass,2457149.71271 d,5644.0 K
K2-268 b,K2-268,2018,2.151676 d,1.5 earthRad,2.86 earthMass,2457143.654276 d,5106.0 K
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,2018,nan d,12.9 earthRad,1450.0 earthMass,nan d,nan K
EPIC 248847494 b,EPIC 248847494,2018,3650.0 d,12.44199 earthRad,4131.79 earthMass,2457967.17 d,4898.0 K
K2-189 c,K2-189,2018,6.67932 d,2.31 earthRad,5.95 earthMass,2457223.4182 d,5442.0 K
K2-217 b,K2-217,2018,14.074524 d,3.57854073 earthRad,12.5 earthMass,2457395.00447 d,5967.0 K
K2-275 c,K2-275,2018,8.4388385 d,2.21 earthRad,5.52 earthMass,2457142.4867161 d,4841.0 K
K2-209 b,K2-209,2018,2.080615 d,0.86850263 earthRad,0.586 earthMass,2457394.2331 d,4720.0 K
K2-270 c,K2-270,2018,4.400028 d,2.95 earthRad,9.01 earthMass,2457142.9751 d,4877.0 K
K2-268 c,K2-268,2018,9.327527 d,2.69 earthRad,7.7 earthMass,2457140.84665 d,5106.0 K
HD 18015 b,HD 18015,2018,2278.0 d,13.1 earthRad,1048.8337431 earthMass,nan d,5603.0 K
K2-225 b,K2-225,2018,15.8723 d,3.60929179 earthRad,12.7 earthMass,2457619.1111 d,5520.0 K
HD 1397 b,HD 1397,2018,11.53533 d,11.500434 earthRad,131.89945 earthMass,2458332.08261 d,5521.0 K
GJ 1132 c,GJ 1132,2018,8.929 d,1.43 earthRad,2.64 earthMass,nan d,3270.0 K
K2-183 c,K2-183,2018,10.787992 d,2.3 earthRad,5.9 earthMass,2457212.47321 d,5482.0 K
K2-154 c,K2-154,2018,7.95486 d,2.07 earthRad,4.94 earthMass,2457584.3376 d,4097.0 K
K2-260 b,K2-260,2018,2.62669762 d,18.41635529 earthRad,546.66486004 earthMass,2457894.284876 d,6860.0 K
WASP-144 b,WASP-144,2018,2.2783152 d,9.52765 earthRad,139.8452 earthMass,2457157.27493 d,5200.0 K
K2-182 b,K2-182,2018,4.7369696 d,2.71257333 earthRad,20.97667486 earthMass,2457652.79755 d,5128.0 K
K2-221 b,K2-221,2018,2.399094 d,1.67890272 earthRad,3.46 earthMass,2457395.35581 d,5716.0 K
IC 4651 9122 b,IC 4651 9122,2018,734.0 d,12.7 earthRad,2002.329 earthMass,nan d,4740.1 K
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,2018,nan d,14.0 earthRad,240.0 earthMass,nan d,nan K
K2-259 b,K2-259,2018,15.48043 d,2.32 earthRad,5.99 earthMass,2457585.7094 d,6059.0 K
K2-263 b,K2-263,2018,50.818947 d,2.41 earthRad,14.9 earthMass,2458111.1274 d,5368.0 K
NGTS-3 A b,NGTS-3 A,2018,1.6753728 d,16.58932 earthRad,756.4354 earthMass,2457620.1679 d,5600.0 K
gam Lib c,gam Lib,2018,966.49 d,12.8 earthRad,1662.56039702 earthMass,nan d,4879.0 K
K2-205 b,K2-205,2018,26.672263 d,1.99552771 earthRad,4.64 earthMass,2457413.41914 d,5890.0 K
K2-231 b,K2-231,2018,13.841901 d,2.5 earthRad,6.8 earthMass,2457320.00164 d,5695.0 K
K2-258 b,K2-258,2018,19.0921 d,3.0 earthRad,9.27 earthMass,2457586.2928 d,6351.0 K
HD 33142 c,HD 33142,2018,810.2 d,13.9 earthRad,282.86728223 earthMass,nan d,5025.4 K
K2-162 b,K2-162,2018,9.45889 d,1.44 earthRad,2.67 earthMass,2457583.9076 d,4842.0 K
K2-179 b,K2-179,2018,5.172191 d,2.51267885 earthRad,6.86 earthMass,2457066.5803 d,5015.0 K
K2-166 b,K2-166,2018,8.52695 d,2.19 earthRad,5.43 earthMass,2457586.7635 d,5960.0 K
HD 219666 b,HD 219666,2018,6.034468 d,4.898 earthRad,17.6 earthMass,2459083.5107 d,5540.0 K
K2-170 b,K2-170,2018,7.576544 d,1.41817537 earthRad,2.6 earthMass,2456986.18553 d,5748.0 K
K2-266 e,K2-266,2018,19.482 d,2.73 earthRad,14.3 earthMass,2457938.541 d,4285.0 K
